frame,time_ms,count,phase,card,progress,y,velocity,stable_open,render_cpu_ms,objects
0,500,1,0,1,0.0000,-454.00,0.00,0,0.374,2
1,650,1,1,1,0.5000,-221.00,0.00,0,0.855,2
2,700,0,2,1,0.5000,-221.00,0.00,0,0.049,2
3,750,0,2,1,0.3313,-299.61,-2021.13,0,0.067,2
4,1250,0,0,1,0.0000,-454.00,0.00,0,0.019,2
