frame,time_ms,count,phase,card,progress,y,velocity,stable_open,render_cpu_ms,objects
0,500,1,0,1,0.0000,-454.00,0.00,0,0.391,2
1,650,1,1,1,0.5000,-221.00,0.00,0,0.775,2
2,700,0,2,1,0.5000,-221.00,0.00,0,0.049,2
3,750,1,2,1,0.6687,-142.39,2021.13,0,0.056,2
4,780,1,1,1,0.7259,-115.75,-1333.33,0,0.806,2
5,800,2,2,1,0.7259,-115.75,0.00,0,0.049,2
6,850,0,2,1,0.4810,-229.86,-2934.15,0,0.056,2
7,1350,0,0,1,0.0000,-454.00,0.00,0,0.019,2
