frame,time_ms,count,phase,card,progress,y,velocity,stable_open,render_cpu_ms,objects
0,500,1,0,1,0.0000,-454.00,0.00,0,0.354,2
1,650,1,0,1,0.0000,-454.00,0.00,0,0.019,2
2,750,0,0,1,0.0000,-454.00,0.00,0,0.020,2
3,1250,0,0,1,0.0000,-454.00,0.00,0,0.017,2
