frame,time_ms,count,phase,card,progress,y,velocity,stable_open,render_cpu_ms,objects
0,500,1,0,1,0.0000,-454.00,0.00,0,0.355,2
1,650,1,1,1,0.7361,-111.00,0.00,0,1.003,2
2,900,1,1,1,0.0708,-421.00,0.00,0,0.410,2
3,1100,0,2,1,0.0708,-421.00,0.00,0,0.020,2
4,1600,0,0,1,0.0000,-454.00,0.00,0,0.019,2
